Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104
45,MADISON,COURT OF CIVIL APPEALS,DEM,"Toles, Vicky Underwood",34352,313,264,282,642,299,0,0,539,0,217,355,296,132,233,223,404,503,153,831,431,384,0,704,192,524,396,326,417,385,818,312,865,263,71,733,1110,195,483,415,302,296,324,207,75,231,1129,62,523,322,233,489,205,684,502,608,560,448,0,58,411,379,283,262,789,342,253,302,493,217,82,503,293,35,430,698,632,0,79,115,380,178,567,312,242,557,265,520,86,242,420,267,461,160,68,372,81,272,436,477
45,MADISON,COURT OF CIVIL APPEALS,REP,"Thompson, William ""Bill"" C.",46654,595,547,462,30,7,0,0,1138,0,145,916,664,116,268,166,1026,605,8,366,662,803,0,1154,46,591,731,600,1568,983,118,271,344,525,50,134,239,227,1160,286,619,684,465,422,107,398,208,122,227,363,62,1161,345,1690,1425,1118,1061,729,0,182,758,367,352,310,1720,654,364,538,490,340,4,194,381,3,589,1011,1292,0,45,168,410,97,795,877,16,779,23,488,74,574,922,198,146,111,8,960,70,558,1113,1058
45,MADISON,COURT OF CIVIL APPEALS,WI,WRITE-IN,181,4,3,3,0,0,0,0,7,0,1,1,4,2,1,1,5,3,1,0,4,4,0,4,1,3,0,2,4,4,0,2,3,1,0,1,1,2,3,2,1,3,6,0,1,0,2,0,0,1,0,1,1,1,7,1,5,3,0,0,3,1,0,2,2,2,2,4,2,1,0,3,1,0,2,2,5,0,0,1,1,2,5,4,1,1,1,8,0,2,3,2,0,2,1,3,0,1,4,4
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #1",DEM,"Funderburk, Eric B.",32199,300,245,272,623,294,0,0,502,0,200,326,265,133,230,215,384,456,152,802,389,336,0,626,180,486,367,301,381,337,803,271,855,235,61,722,1082,172,445,402,278,261,296,196,66,198,1110,52,515,295,230,473,188,650,463,558,519,408,0,64,414,367,259,239,756,310,225,272,458,197,73,489,265,31,397,650,570,0,78,116,353,180,540,283,236,495,255,495,78,214,369,235,445,156,65,345,74,257,392,441
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #1",LIB,"Allen, Troy E., Jr.",4671,35,32,36,23,6,0,0,107,0,34,66,75,12,24,16,70,61,4,81,72,78,0,129,13,50,62,51,57,67,39,58,65,48,6,36,46,44,78,44,62,63,55,34,16,39,43,22,37,49,16,66,41,122,111,107,125,76,0,18,55,53,31,25,129,59,46,52,65,43,7,43,48,3,54,81,108,0,2,14,69,18,112,48,12,80,13,67,9,57,88,47,28,31,2,80,9,49,88,86
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #1",REP,"McMillan, H.W. ""Bucky""",43684,573,526,425,25,6,0,0,1061,0,126,878,622,103,245,157,959,576,6,309,624,773,0,1083,44,574,689,556,1514,947,91,249,286,508,54,108,223,197,1116,255,574,658,436,396,98,384,186,109,199,336,50,1106,323,1590,1345,1053,974,680,0,158,684,327,330,308,1612,622,347,512,447,309,7,167,349,4,561,960,1215,0,41,146,371,78,705,856,9,745,21,450,76,532,885,182,133,83,10,902,68,529,1054,1003
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #1",WI,WRITE-IN,112,0,3,4,0,0,0,0,4,0,1,2,0,1,0,1,2,4,0,2,3,2,0,2,0,0,0,0,2,4,2,3,1,1,0,0,0,2,0,1,0,2,2,1,0,1,0,0,0,2,1,2,0,3,0,0,3,4,0,1,4,1,0,1,2,1,2,1,0,2,0,1,2,0,1,2,5,0,1,2,0,0,1,1,0,1,0,4,0,2,1,0,1,1,0,2,0,0,3,1
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #2",DEM,"Cauthen, Florence Mangum",37808,353,288,315,638,295,0,0,611,0,220,408,341,162,259,232,504,551,155,870,503,410,0,814,193,547,464,380,481,443,851,329,917,285,73,751,1133,241,539,450,329,338,381,256,80,230,1164,71,568,367,245,561,246,783,590,661,618,491,0,61,517,437,320,266,876,369,286,366,581,266,80,526,337,33,463,767,724,0,82,134,410,198,626,334,244,594,266,570,93,273,478,279,462,183,68,429,83,317,497,569
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #2",REP,"Baschab, Pam",41418,537,498,404,32,10,0,0,1038,0,132,843,595,83,224,153,869,521,6,312,568,755,0,988,41,546,643,504,1434,874,75,238,273,485,47,112,202,171,1086,239,570,627,393,347,98,391,172,113,173,307,52,1052,292,1535,1303,1035,975,654,0,172,617,295,292,297,1591,602,325,446,374,268,6,166,310,4,537,903,1123,0,40,133,365,69,709,823,12,700,24,422,68,517,838,176,135,80,9,873,64,495,1012,934
45,MADISON,"COURT OF CRIMINAL APPEALS, PLACE #2",WI,WRITE-IN,181,3,0,5,0,0,0,0,6,0,1,4,3,1,1,2,4,3,0,0,3,2,0,2,0,3,0,2,4,4,2,1,3,3,0,1,0,2,4,4,2,1,4,3,0,2,3,0,1,2,0,6,2,4,0,2,5,5,0,1,4,2,1,1,4,2,3,2,0,1,0,1,1,0,2,2,9,0,0,3,0,2,1,0,1,3,0,6,1,1,3,0,0,1,0,4,0,3,2,2
45,MADISON,SECRETARY OF STATE,DEM,"Worley, Nancy L.",40889,366,309,357,643,297,0,0,664,0,224,454,365,188,279,234,621,619,160,894,539,464,0,888,195,605,504,445,607,549,856,354,934,375,104,747,1161,244,579,460,375,363,419,310,88,268,1198,72,576,383,244,639,272,821,611,690,663,540,0,79,538,442,326,271,952,388,311,438,719,275,78,531,437,33,487,810,790,0,90,148,426,195,652,472,249,646,269,593,99,309,522,294,477,188,68,473,103,384,556,630
45,MADISON,SECRETARY OF STATE,LIB,"Bodenhausen, Mark",2359,23,23,19,8,4,0,0,61,0,24,30,43,1,15,4,47,25,1,37,27,35,0,68,6,27,23,24,35,40,18,26,30,21,1,15,24,18,26,19,36,45,31,19,11,18,15,9,12,29,6,39,18,71,63,60,60,33,0,8,28,29,12,19,63,32,32,25,16,21,1,19,18,2,31,35,44,0,1,5,31,7,75,29,4,52,8,32,7,33,57,14,12,12,1,54,5,28,40,40
45,MADISON,SECRETARY OF STATE,REP,"Thomas, Dave",39784,540,500,381,24,2,0,0,992,0,122,813,583,80,228,154,822,488,4,286,562,713,0,973,41,502,639,481,1394,806,72,216,270,430,31,110,185,177,1066,240,528,599,386,324,91,353,150,107,179,299,51,1018,277,1532,1288,1010,935,627,0,161,635,290,296,292,1541,594,304,416,313,279,9,158,265,5,512,866,1106,0,41,143,352,82,654,735,7,657,20,406,59,490,808,163,129,77,10,844,51,459,993,921
45,MADISON,SECRETARY OF STATE,WI,WRITE-IN,110,4,0,1,0,1,0,0,7,0,0,2,2,0,0,1,3,3,0,1,2,2,0,2,0,1,1,2,1,3,1,1,1,1,0,0,1,2,1,1,0,0,2,1,0,1,0,0,1,2,1,1,1,2,1,0,4,0,0,0,2,1,1,1,4,2,3,1,2,2,0,2,1,0,2,2,1,0,0,0,0,0,3,2,0,2,1,4,1,2,0,0,0,1,0,3,0,1,1,1
45,MADISON,STATE TREASURER,DEM,"Black, Stephen Foster",39347,336,281,355,638,290,0,0,643,0,217,423,349,160,259,234,564,597,155,870,506,452,0,847,200,571,483,425,535,503,847,316,931,343,87,759,1143,240,582,456,359,352,390,267,92,267,1190,69,568,379,244,632,254,802,578,682,627,514,0,73,545,439,315,281,894,377,318,379,582,268,82,532,357,33,473,808,781,0,84,151,428,196,617,419,247,647,270,595,100,298,512,270,468,166,68,471,80,365,542,570
45,MADISON,STATE TREASURER,LIB,"Garland,Gabe",2579,19,21,19,14,8,0,0,75,0,21,29,41,6,18,9,40,32,3,30,33,42,0,74,6,20,26,28,44,36,15,42,30,19,2,9,17,15,34,17,30,48,27,18,11,19,18,15,14,21,6,31,23,67,67,72,77,43,0,11,28,31,18,16,85,39,32,27,37,19,1,19,27,1,29,42,64,0,0,8,37,9,66,31,4,48,7,35,8,32,62,21,16,14,5,46,7,29,44,63
45,MADISON,STATE TREASURER,REP,"Ivey, Kay",41586,584,538,387,23,7,0,0,1032,0,130,862,603,95,244,150,902,514,5,321,589,731,0,1010,35,552,653,506,1457,891,79,232,281,478,38,102,219,188,1079,243,556,620,421,383,88,357,161,103,183,320,52,1048,289,1569,1328,1025,958,649,0,163,618,295,314,289,1585,602,306,477,397,290,5,168,306,6,537,881,1116,0,42,138,346,78,711,799,8,688,22,415,64,508,826,181,131,95,7,866,72,481,1029,976
45,MADISON,STATE TREASURER,WI,WRITE-IN,104,1,2,0,1,0,0,2,0,2,2,1,0,0,2,2,3,0,2,2,2,0,4,0,2,1,1,0,3,0,2,1,1,0,1,0,2,0,3,1,0,0,3,0,1,0,0,0,2,0,3,1,2,2,0,4,0,0,0,3,1,0,3,3,1,3,2,0,1,0,1,0,0,1,2,2,0,1,1,2,1,3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,3,2,0
45,MADISON,STATE AUDITOR,DEM,"Gibson, Carolyn",34570,324,247,291,636,291,0,0,526,0,210,330,283,149,244,228,441,520,158,848,438,355,0,680,193,520,406,351,398,380,832,296,892,269,72,736,1124,199,486,436,286,297,344,221,76,215,1157,60,561,313,240,503,216,654,471,588,560,443,0,63,463,398,281,246,770,318,265,321,543,219,78,508,310,32,434,694,639,0,83,124,369,184,559,307,245,565,266,527,85,229,399,266,466,172,66,381,80,291,431,470
45,MADISON,STATE AUDITOR,LIB,"Reeves, Franklin",3610,28,35,26,13,8,0,0,109,0,27,42,56,6,22,7,61,59,3,51,53,56,0,91,9,33,46,33,50,51,28,34,46,33,8,21,35,24,53,35,57,66,42,28,10,26,35,19,20,37,11,53,26,110,96,86,82,41,0,8,48,61,19,26,93,49,42,39,50,33,3,28,32,2,42,65,87,0,0,11,63,18,93,46,7,62,11,58,5,40,65,24,28,15,1,69,8,49,68,68
